date,open,high,low,close,volume,change_percent,avg_vol_20d
2013/08/29,146.87,147.81,146.71,147.63,7334,,
2013/08/30,147.59,147.59,146.46,146.46,42304,,
2013/09/02,147.94,148.72,147.94,148.67,18582,,
2013/09/03,149.55,149.55,148.5,148.5,13380,,
2013/09/04,148.75,148.84,147.97,148.84,75,,
2013/09/05,149.35,150.27,149,150.27,1030,,
2013/09/06,149.91,150.79,148.57,150.4,19864,,
2013/09/09,150.37,150.68,150.07,150.11,1566,,
2013/09/10,151.04,151.93,151.04,151.83,2004,,
2013/09/11,151.55,151.85,151.22,151.56,777,,
2013/09/12,151.75,151.97,151.72,151.72,15071,,
2013/09/13,151.4,152,151.4,152,208,,
2013/09/16,152.86,153.1,152.66,152.96,6757,,
2013/09/17,152.16,152.62,152.13,152.48,4651,,
2013/09/18,152.79,153.18,152.74,152.8,18758,,
2013/09/19,153.45,153.81,153.13,153.15,16863,,
2013/09/20,153.01,153.18,152.7,152.75,3072,,
2013/09/23,152.4,152.5,151.59,151.75,6903,,
2013/09/24,151.1,152.13,151.1,152.13,909,,
2013/09/25,151.96,151.96,151.45,151.54,2229,,
2013/09/26,151.94,151.94,151.31,151.93,866,,
2013/09/27,152.04,152.04,150.8,151.02,419,,
2013/09/30,150.6,150.6,150,150.34,575,,
2013/10/01,150.3,151.26,150.28,151.26,400,,
2013/10/02,150.7,150.7,149.55,149.96,931,,
2013/10/03,150,150,148.97,148.97,1493,,
2013/10/04,149.1,149.65,148.9,149.55,147,,
2013/10/07,149.14,149.48,148.41,149.39,392,,
2013/10/08,149.34,149.34,147.99,147.99,349,,
2013/10/09,148.18,148.39,147.5,147.7,442,,
2013/10/10,148.64,150.48,148.64,150.38,232,,
2013/10/11,150.72,151.12,150.54,151.06,1652,,
2013/10/14,150.8,151.02,150.49,151.02,1656,,
2013/10/15,152.23,152.83,152.04,152.82,3961,,
2013/10/16,152.07,153.63,151.81,153.38,443,,
2013/10/17,152.69,152.69,151.86,152.61,1219,,
2013/10/18,153.37,153.72,152.94,153.72,797,,
2013/10/21,153.99,154.07,153.85,154.02,7083,,
2013/10/22,153.91,154.58,153.91,154.01,2068,,
2013/10/23,153.33,153.52,153.04,153.04,431,,
2013/10/24,153.57,153.63,153.29,153.45,13900,,
2013/10/25,153.01,153.68,152.92,153.51,763,,
2013/10/28,154.2,154.2,153.82,153.82,174,,
2013/10/29,153.85,154.75,153.85,154.75,532,,
2013/10/30,155.17,155.5,154.39,154.51,900,,
2013/10/31,154.4,156.03,154.4,156.03,12427,,
2013/11/01,155.85,155.89,155.85,155.89,4,,
2013/11/04,156.39,156.66,156.23,156.24,1273,,
2013/11/05,156.66,156.66,155.95,156.46,1426,,
2013/11/06,156.84,157.05,156.59,156.67,875,,
2013/11/07,156.5,159.11,156.46,157.17,5477,,
2013/11/08,156.2,157.45,156,157.33,913,,
2013/11/11,157.63,157.63,157.43,157.43,1973,,
2013/11/12,157.66,157.66,157.08,157.08,4,,
2013/11/13,156.61,156.83,155.85,156.64,2860,,
2013/11/14,158.01,158.19,157.59,157.98,9620,,
2013/11/15,158.83,158.88,158.65,158.65,831,,
2013/11/18,158.54,158.92,158.41,158.85,226,,
2013/11/19,158.11,158.16,157.9,157.9,1484,,
2013/11/20,157.45,158.77,157.37,158.64,676,,
2013/11/21,158.08,158.63,157.85,158.37,2676,,
2013/11/22,158.4,158.4,158.15,158.15,501,,
2013/11/25,158.51,159.02,158.51,158.94,2153,,
2013/11/26,158.46,158.46,157.88,157.88,1366,,
2013/11/27,157.9,158.3,157.7,158.27,581,,
2013/11/28,158.06,158.34,158.06,158.11,1750,,
2013/11/29,158.49,158.54,158.2,158.2,414,,
2013/12/02,158.23,158.37,158,158.3,53723,,
2013/12/03,157.94,157.94,156.51,156.51,1600,,
2013/12/04,156.59,157,155.89,156.38,3565,,
2013/12/05,155.43,155.81,154.58,154.58,1023,,
2013/12/06,155,155.73,155,155.67,1057,,
2013/12/09,155.94,155.94,155.64,155.83,69,,
2013/12/10,155.41,155.81,154.8,154.82,3752,,
2013/12/11,154.58,154.58,153.56,153.56,47,,
2013/12/12,153.1,153.17,152.73,152.73,921,,
2013/12/13,152.65,153.24,152.65,152.82,1656,,
2013/12/16,152.28,153.7,152.28,153.58,97709,,
2013/12/17,153.37,153.54,152.78,152.78,2999,,
2013/12/18,153.55,153.78,153.48,153.48,4636,,
2013/12/19,155.75,156.4,155.75,156.4,5868,,
2013/12/20,156.95,157.33,156.6,157.31,1988,,
2013/12/23,157.88,158.06,157.63,158.06,2154,,
2013/12/24,,,,158.06,,,
2013/12/27,158.82,158.89,157.82,158.89,5657,,
2013/12/30,159.17,159.17,158.57,158.57,284,,
2013/12/31,,,,158.57,,,
2014/01/02,159.85,160.21,159.11,159.24,4550,,
2014/01/03,159.04,160.15,159.04,159.69,3161,,
2014/01/06,159.86,160.04,158.7,158.7,14040,,
2014/01/07,159.32,160.32,159.21,160.23,1107,,
2014/01/08,160.18,160.47,160.08,160.47,3096,,
2014/01/09,160.32,161.1,159.84,159.84,2775,,
2014/01/10,160.46,160.98,159.36,159.57,1977,,
2014/01/13,159.99,160.45,159.99,160.22,117,,
2014/01/14,158.44,159.6,158.44,159.54,399,,
2014/01/15,160.2,161.68,160.2,161.54,1673,,
2014/01/16,161.13,161.13,160.92,161.07,2508,,
2014/01/17,161.4,161.98,161.37,161.98,1830,,
2014/01/20,161.63,161.8,161.48,161.67,440,,
2014/01/21,162.21,162.67,161.4,161.48,10090,,
2014/01/22,162.31,162.31,161.83,161.83,428,,
2014/01/23,161.16,161.16,159.26,159.31,3375,,
2014/01/24,159.38,159.38,156.38,156.38,9175,,
2014/01/27,156.32,156.32,154.99,154.99,1666,,
2014/01/28,155.66,156.15,155.56,155.84,29478,,
2014/01/29,157.05,157.28,154.25,155.52,2462,,
2014/01/30,155.51,156.89,155.18,156.89,1591,,
2014/01/31,156.24,156.69,154.63,156.69,11768,,
2014/02/03,156.6,156.6,153.94,154.11,9358,,
2014/02/04,153.13,153.83,152.97,153.83,2003,,
2014/02/05,153.39,153.46,152.8,153.46,5831,,
2014/02/06,154.16,154.96,153.83,154.92,720,,
2014/02/07,155.62,156.25,154.82,156.23,1107,,
2014/02/10,156.82,156.82,156.21,156.45,269,,
2014/02/11,157.02,157.95,157.02,157.95,4893,,
2014/02/12,159.15,159.45,158.97,159.45,547,,
2014/02/13,158.67,158.87,157.5,158.87,562,,
2014/02/14,158.73,159.55,158.73,159.55,1796,,
2014/02/17,159.85,160.1,159.85,159.95,2173,,
2014/02/18,160.04,160.04,159.47,159.91,9780,,
2014/02/19,159.67,160.07,159.5,160.07,7219,,
2014/02/20,158.61,159.82,158.61,159.82,11826,,
2014/02/21,160.67,160.67,160.4,160.58,424,,
2014/02/24,159.89,161.38,159.82,161.38,25,,
2014/02/25,160.62,161.26,160.6,161.17,223,,
2014/02/26,161.41,161.62,161,161.62,5332,,
2014/02/27,161.38,161.46,160.5,161.03,3113,,
2014/02/28,161.26,161.36,160.36,161.36,3372,,
2014/03/03,159.43,159.59,158.68,158.85,1175,,
2014/03/04,160.72,161.93,160.68,161.93,582,,
2014/03/05,161.88,161.99,161.88,161.99,83,,
2014/03/06,162.8,162.8,161.82,161.82,17053,,
2014/03/07,161.57,161.57,160.45,160.45,2645,,
2014/03/10,160.11,160.59,159.57,160.07,418,,
2014/03/11,160.54,160.54,159.98,159.98,272,,
2014/03/12,159.49,159.49,158,158.45,534,,
2014/03/13,158.76,158.84,157.5,157.5,3068,,
2014/03/14,157.13,157.15,156,156.5,8925,,
2014/03/17,156.87,157.82,156.87,157.82,621,,
2014/03/18,157.68,158.9,157.2,158.71,6167,,
2014/03/19,158.75,158.9,158.52,158.65,2660,,
2014/03/20,157.99,159.31,157.99,159.31,0,,
2014/03/21,159.79,160.05,159.66,159.87,5184,,
2014/03/24,159.41,159.44,157.92,157.92,6897,,
2014/03/25,158.14,159.72,158.14,159.24,6652,,
2014/03/26,159.5,160.55,159.5,160,29575,,
2014/03/27,159.65,159.71,159.23,159.71,58,,
2014/03/28,160.42,161.04,160.26,161.04,1559,,
2014/03/31,161.42,161.42,160.81,161.21,891,,
2014/04/01,161.74,162.08,161.35,161.66,562,,
2014/04/02,162.42,162.8,162.42,162.8,147,,
2014/04/03,162.83,163.27,162.8,163.17,1135,,
2014/04/04,163.73,164.34,163.57,163.85,1558,,
2014/04/07,161.94,161.94,160.93,160.93,1694,,
2014/04/08,160.45,160.45,159.56,159.97,6286,,
2014/04/09,160.3,160.7,160.3,160.42,2893,,
2014/04/10,161.31,161.31,159.43,159.43,1899,,
2014/04/11,158.05,158.05,156.87,157.42,5639,,
2014/04/14,157.08,158.53,156.85,158.53,741,,
2014/04/15,158.45,158.45,157.54,157.87,9143,,
2014/04/16,159.57,159.84,159.21,159.84,2324,,
2014/04/17,159.71,160.52,159.7,160.42,156,,
2014/04/22,161.15,162.3,160.75,162.3,6169,,
2014/04/23,162.19,162.29,161.26,161.72,3458,,
2014/04/24,162.19,162.5,160.97,161.88,13092,,
2014/04/25,161.44,161.44,160.43,160.57,311,,
2014/04/28,160.93,161.23,160.62,160.62,812,,
2014/04/29,161.11,162.18,161,162.17,1134,,
2014/04/30,161.91,162.15,161.68,161.73,2949,,
2014/05/02,162.35,163.15,162,162.24,5707,,
2014/05/05,161.84,161.92,160.85,161.92,2193,,
2014/05/06,162.08,162.09,160.9,161.1,2986,,
2014/05/07,160.4,160.92,160,160.92,70,,
2014/05/08,161.34,162.71,160.58,162.71,3189,,
2014/05/09,162.42,162.45,162.21,162.45,437,,
2014/05/12,163.14,164.11,163,164.11,1531,,
2014/05/13,164.61,165.33,164.56,165.11,17,,
2014/05/14,165.24,165.24,164.85,164.91,695,,
2014/05/15,164.97,165.13,163,163,1422,,
2014/05/16,163.19,163.67,163,163.67,969,,
2014/05/19,163.47,164.07,162.87,164.07,1444,,
2014/05/20,164.01,164.07,163.76,163.76,912,,
2014/05/21,162.95,164.75,162.95,164.58,129,,
2014/05/22,165.26,165.64,165.04,165.64,1366,,
2014/05/23,165.79,166.05,165.74,166.05,744,,
2014/05/26,166.73,167.04,166.73,167.04,1785,,
2014/05/27,166.88,167.41,166.88,167.29,5169,,
2014/05/28,167.31,167.69,167.23,167.38,7291,,
2014/05/29,167.82,167.83,167.58,167.78,71,,
2014/05/30,167.86,167.87,167.68,167.68,176,,
2014/06/02,168.58,168.75,168,168.62,8331,,
2014/06/03,168.41,168.49,167.8,167.97,9945,,
2014/06/04,168.07,168.39,167.68,168.39,5910,,
2014/06/05,168.62,170,168.41,169.15,2401,,
2014/06/06,169.31,169.9,169.31,169.9,2294,,
2014/06/09,169.87,170.95,169.87,170.93,122,,
2014/06/10,170.46,171.05,170.46,171.05,9294,,
2014/06/11,171.27,171.36,170.5,170.76,5665,,
2014/06/12,171.01,171.51,170.5,170.54,3822,,
2014/06/13,170.29,170.54,169.67,170.27,1591,,
2014/06/16,170.02,170.38,169.8,169.8,851,,
2014/06/17,170.2,170.52,169.95,170.41,2588,,
2014/06/18,170.76,170.76,170.36,170.36,6,,
2014/06/19,170.96,171.35,170.96,171.31,124,,
2014/06/20,171.37,172.03,171.34,171.97,97,,
2014/06/23,171.87,171.88,171.46,171.46,896,,
2014/06/24,171.62,172.12,171.09,172.12,3615,,
2014/06/25,170.56,170.56,169.81,170.25,839,,
2014/06/26,170.51,170.87,170.31,170.31,3044,,
2014/06/27,170.25,170.58,170.2,170.45,491,,
2014/06/30,170.64,170.64,170.33,170.33,627,,
2014/07/01,170.66,171.71,170.66,171.55,13459,,
2014/07/02,171.86,172.21,171.86,172.14,176,,
2014/07/03,171.95,173.46,171.92,173.36,790,,
2014/07/04,173.28,173.57,173.28,173.3,1798,,
2014/07/07,173.25,173.25,172.48,172.48,5008,,
2014/07/08,172.6,172.6,170.8,170.8,1733,,
2014/07/09,170.94,171.38,170.82,171.05,1176,,
2014/07/10,170.94,170.94,169.7,170.18,1509,,
2014/07/11,170.45,170.94,170.18,170.51,3066,,
2014/07/14,171.18,171.73,171.11,171.68,2191,,
2014/07/15,171.86,172.15,171.61,171.61,21036,,
2014/07/16,171.98,173.08,171.98,172.96,21171,,
2014/07/17,172.83,173.01,172.27,172.27,838,,
2014/07/18,171.35,172.42,171.21,172.42,420,,
2014/07/21,172.38,172.38,171.63,172.09,935,,
2014/07/22,172.3,174.02,172.3,174.02,515,,
2014/07/23,173.86,174.43,173.86,174.36,933,,
2014/07/24,174.27,174.69,174.25,174.69,20,,
2014/07/25,174.2,174.52,173.99,173.99,339,,
2014/07/28,174.09,174.09,173.7,173.82,424,,
2014/07/29,174.14,174.77,173.76,174.15,4907,,
2014/07/30,174.15,174.81,173.75,173.95,3558,,
2014/07/31,173.72,173.72,171.67,171.67,228,,
2014/08/01,171.26,171.26,169.6,169.68,747,,
2014/08/04,170.33,170.38,169.63,169.92,9273,,
2014/08/05,170.33,170.9,170.33,170.39,2179,,
2014/08/06,169.57,169.82,168.68,169.82,13519,,
2014/08/07,169.28,169.89,169.16,169.16,1143,,
2014/08/08,167.28,168.11,166.73,168.11,2137,,
2014/08/11,169.32,170.61,169.29,170.61,837,,
2014/08/12,170.47,170.6,170.03,170.1,493,,
2014/08/13,170.8,171.35,170.53,171.35,33717,,
2014/08/14,171.15,171.54,170.87,171.54,121,,
2014/08/15,171.94,172.14,170.75,170.87,1552,,
2014/08/18,172.54,173.22,172.36,173.22,2208,,
2014/08/19,173.72,174.35,173.5,174.25,2638,,
2014/08/20,174.37,174.77,174.15,174.72,666,,
2014/08/21,175.17,175.68,175.09,175.6,1154,,
2014/08/22,175.75,175.98,175.25,175.8,1672,,
2014/08/25,177.26,177.51,176.82,177.51,1917,,
2014/08/26,177.09,177.85,176.75,177.54,15813,,
2014/08/27,177.91,178,177.4,177.59,964,,
2014/08/28,177.19,177.25,176.8,177.18,4886,,
2014/08/29,177.77,177.8,177.05,177.79,5109,,
2014/09/01,178.89,178.89,177.9,178.29,886,,
2014/09/02,178.61,179.12,178.4,178.45,3446,,
2014/09/03,178.62,179.37,178.62,178.83,1531,,
2014/09/04,178.49,181.3,178.21,181.3,5404,,
2014/09/05,180.82,180.82,179.81,180.24,296,,
2014/09/08,180.93,180.93,180.4,180.73,472,,
2014/09/09,181.25,181.29,179.95,180.12,1831,,
2014/09/10,179.28,179.93,179.28,179.93,1333,,
2014/09/11,180.25,180.25,178.92,179.71,625,,
2014/09/12,180.18,180.18,179.22,179.25,305,,
2014/09/15,178.4,179.22,178.26,178.6,1235,,
2014/09/16,178.66,179.12,178.2,179.12,10476,,
2014/09/17,179.51,179.68,179.24,179.24,3690,,
2014/09/18,180.23,181.03,180.23,180.97,3938,,
2014/09/19,182.27,182.27,181.76,181.76,1106,,
2014/09/22,180.69,181.22,180.5,180.61,3085,,
2014/09/23,180.26,180.26,178.6,179.17,4358,,
2014/09/24,179.17,180.5,178.58,180.45,11358,,
2014/09/25,181.13,181.78,178.8,179.3,5250,,
2014/09/26,179.07,180.16,178.87,179.73,457,,
2014/09/29,180.25,180.25,178.7,179.68,4599,,
2014/09/30,180.32,181.43,179.99,181.11,20789,,
2014/10/01,180.43,180.68,179,179.28,1927,,
2014/10/02,178.58,178.58,175.7,175.7,7171,,
2014/10/03,177.68,179.92,177.38,179.62,8388,,
2014/10/06,180.36,180.38,179.31,179.48,1351,,
2014/10/07,178.33,178.33,177,177.05,19506,,
2014/10/08,175.98,176.11,174.48,175.29,3108,,
2014/10/09,176.65,177.04,175.55,176.14,10092,,
2014/10/10,174.31,174.69,172.94,173.2,20060,,
2014/10/13,170.81,172,170.39,171.83,76163,,
2014/10/14,170,171.38,169.7,171.32,4322,,
2014/10/16,167.23,167.23,163.98,166.96,25321,,
2014/10/17,167.29,170.62,167.29,170.5,5006,,
2014/10/20,170.67,170.72,169.13,169.99,56596,,
2014/10/21,169.66,173.82,169.66,173.82,8598,,
2014/10/22,174.53,175.96,174.35,175.87,16352,,
2014/10/23,174.89,176.91,174.43,176.64,70631,,
2014/10/27,177.34,177.34,175.23,175.66,21709,,
2014/10/28,176.59,177.33,176.59,176.71,2381,,
2014/10/29,178.01,178.01,177.31,177.31,68280,,
2014/10/30,179.6,179.62,177.5,179.42,52982,,
2014/10/31,182.3,183.7,182.15,183.01,94603,,
2014/11/03,183.41,183.77,183.39,183.5,3220,,
2014/11/04,182.59,183.03,180.73,181.05,2343,,
2014/11/05,182.49,183.44,182.49,183.29,3356,,
2014/11/06,182.56,184.48,182.49,184.32,64334,,
2014/11/07,185.2,185.2,184,184.54,1779,,
2014/11/10,183.82,185.21,183.69,185.21,26849,,
2014/11/11,185.52,185.79,185.33,185.33,407,,
2014/11/12,184.8,184.86,184,184.44,249,,
2014/11/13,185.35,185.46,184.6,184.6,5673,,
2014/11/14,185.15,185.2,184.52,184.58,11526,,
2014/11/17,183.45,184.87,183.4,184.61,413,,
2014/11/18,184.95,185.35,184.34,185.02,933,,
2014/11/19,184.67,185.14,184.35,184.45,114993,,
2014/11/20,184.2,184.93,183.27,184.78,102354,,
2014/11/21,185.25,188.71,185.08,188.4,11123,,
2014/11/24,188.32,188.73,187.82,187.93,6298,,
2014/11/25,188.31,188.73,187.47,187.59,1831,,
2014/11/26,188.21,188.44,187.42,187.44,32407,,
2014/11/27,187.61,188.13,187.6,187.88,555,,
2014/11/28,188.32,188.32,187.36,188.27,723,,
2014/12/01,186.93,186.93,185.94,186.02,858,,
2014/12/02,187.09,188.09,187,188.09,14171,,
2014/12/03,188.39,189.81,188.39,189.73,5291,,
2014/12/04,190,190.18,186.98,187.13,11500,,
2014/12/05,188.66,190.25,188.66,190.09,7256,,
2014/12/08,189.99,190.19,189.27,189.27,4900,,
2014/12/09,187.07,187.15,184.39,185.12,2979,,
2014/12/10,186.32,186.85,184.43,184.54,5016,,
2014/12/11,183.44,185.29,182.77,185.29,2330,,
2014/12/12,183.75,183.75,180.88,180.96,2943,,
2014/12/15,180.61,181.9,178.41,178.41,3766,,
2014/12/16,179.24,180.55,175.64,180.55,8910,,
2014/12/17,178.16,180.35,178.16,179.93,2593,,
2014/12/18,183.88,186.15,183.87,185.87,6859,,
2014/12/19,188.05,188.47,186.93,188.47,3201,,
2014/12/22,188.95,189.3,188.65,188.75,25659,,
2014/12/23,189.23,190.67,189.23,190.59,445,,
2014/12/24,,,,190.59,,,
2014/12/29,195.88,195.88,190.05,191.29,4859,,
2014/12/30,190.4,190.83,190.09,190.13,1563,,
2015/01/01,,,,190.13,,,
2015/01/02,191.6,191.6,190,190.02,1630,,
2015/01/05,190.22,191.05,188.41,188.41,4798,,
2015/01/06,188.23,188.87,186.57,186.57,1086,,
2015/01/07,187.7,189.81,187.3,189.14,2327,,
2015/01/08,190.88,193.34,190.74,193.22,1954,,
2015/01/09,192.99,194,190.96,191.36,6893,,
2015/01/12,191.3,192.88,189.85,190.96,11738,,
2015/01/13,190.38,194,190.38,193.26,2900,,
2015/01/14,190.46,191.4,188.5,189.12,7847,,
2015/01/15,192.01,194,190.74,193.7,2553,,
2015/01/16,191.5,195.31,191.26,194.95,32345,,
2015/01/19,195.3,195.5,194.27,194.7,2357,,
2015/01/20,196.14,196.76,195.2,195.56,1315,,
2015/01/21,196.77,197.13,194.4,197.13,22414,,
2015/01/22,197.42,200.88,196.7,200.88,1260,,
2015/01/23,203.17,206.74,203.09,204.44,7345,,
2015/01/26,203.99,204.87,203.77,204.18,20503,,
2015/01/27,205.66,205.66,200.47,201.83,7082,,
2015/01/28,203.72,203.72,201.88,202.27,68161,,
2015/01/29,201.42,201.42,199.3,200.49,5958,,
2015/01/30,201.37,201.61,199.93,200.97,1436,,
2015/02/02,200.13,201.03,198.5,201.03,23556,,
2015/02/03,201.7,202.84,200.9,200.9,866,,
2015/02/04,201.91,203.3,201.6,203.3,5742,,
2015/02/05,202.59,204.01,202.25,204.01,2905,,
2015/02/06,203.86,205.91,203.45,205.79,11596,,
2015/02/09,204.13,204.49,203.35,204.46,886,,
2015/02/10,204.4,205.7,204,205.14,8121,,
2015/02/11,205.6,205.65,205.21,205.64,580,,
2015/02/12,205.68,206.67,205.2,205.82,639,,
2015/02/13,206.43,207.41,206.3,207.17,1522,,
2015/02/16,207.21,207.7,206.78,207.66,6573,,
2015/02/17,207.44,207.69,206.84,207.69,10392,,
2015/02/18,208.62,208.97,208.32,208.97,39834,,
2015/02/19,207.93,209.11,207.1,209.09,22612,,
2015/02/20,209.49,210.89,208.9,209.53,5597,,
2015/02/23,210.7,210.85,210.18,210.85,3430,,
2015/02/24,210.99,211.69,210.65,211.63,4910,,
2015/02/25,211.27,211.44,210.92,211.29,2879,,
2015/02/26,211.59,213.96,211.4,213.93,2567,,
2015/02/27,214.1,214.23,213.12,213.66,11215,,
2015/03/02,214.72,214.72,212.86,214.05,6768,,
2015/03/03,214.51,214.86,212.93,212.93,3062,,
2015/03/04,213.33,214.72,213.2,214.72,485,,
2015/03/05,215.49,216.5,215,216.29,2860,,
2015/03/06,216.6,221.74,216.5,217.07,1653,,
2015/03/09,216.12,217.07,215.41,216.84,3103,,
2015/03/10,217.12,217.77,215.8,216.15,154622,,
2015/03/11,216.97,219.57,216.97,218.96,100758,,
2015/03/12,218.75,220.23,218.57,220.23,1283,,
2015/03/13,220.78,220.85,220.1,220.29,2080,,
2015/03/16,221.31,222.53,221.2,222.19,1836,,
2015/03/17,222.41,222.57,220.51,221.6,1782,,
2015/03/18,221.85,222.09,220.7,220.87,34191,,
2015/03/19,223.1,223.8,222.26,222.58,4638,,
2015/03/20,223.47,223.47,221.85,222.16,3212,,
2015/03/23,222.16,222.49,220.28,220.32,1537,,
2015/03/24,219.3,220.92,219,220.33,16313,,
2015/03/25,219.47,219.47,216.72,216.89,208365,,
2015/03/26,214.68,216.36,212.86,216.36,4374,,
2015/03/27,217.35,218.4,216.07,216.35,1883,,
2015/03/30,219.21,220.01,218.53,220.01,11783,,
2015/03/31,219.68,220.72,218.92,220.25,2789,,
2015/04/01,218.02,219.77,217.87,218.28,3068,,
2015/04/02,218.21,218.21,217.27,217.99,1548,,
2015/04/07,218.78,221.35,218.78,221.35,1518,,
2015/04/08,220.06,221.66,220.06,221.3,928,,
2015/04/09,221.96,223.91,221.96,223.91,1030,,
2015/04/10,226,227.24,225.75,227.24,1165,,
2015/04/13,227.05,228.31,226.41,227.72,2232,,
2015/04/14,228.37,228.37,224.76,225.35,1713,,
2015/04/15,225.92,228.2,225.92,227.86,4733,,
2015/04/16,227.16,227.66,224.02,225.63,5884,,
2015/04/17,224.94,224.94,221.78,222.2,2689,,
2015/04/20,223.15,224.48,223.15,224.48,254,,
2015/04/21,226.54,226.78,224.83,224.83,1995,,
2015/04/22,225.36,225.47,223.32,225.43,7082,,
2015/04/23,226.75,226.75,224.15,224.82,824,,
2015/04/24,224.43,225.41,223.89,224.74,11129,,
2015/04/27,225.29,226.12,224.3,225.14,825,,
2015/04/28,224.66,224.66,221.22,222.58,10529,,
2015/04/29,223.13,223.13,217.69,218.03,4644,,
2015/04/30,218.19,218.43,215.19,216.6,5524,,
2015/05/04,217,218.93,216.85,218.31,1820,,
2015/05/05,219,219.81,215.2,215.2,1240,,
2015/05/06,214.32,215.21,211.25,212.23,10893,,
2015/05/07,211.11,213.03,208.88,213.03,3198,,
2015/05/08,215.02,217.7,214.5,217.7,5947,,
2015/05/11,217.62,218.63,217.38,218.39,4152,,
2015/05/12,216.88,216.88,214,215.69,591,,
2015/05/13,216.36,217,213.91,214.07,352,,
2015/05/14,213.29,215.53,212.64,215.53,642,,
2015/05/15,215.78,216.7,214.52,214.52,584,,
2015/05/18,214.34,216.42,214.34,216.42,35213,,
2015/05/19,219.17,220.65,219.17,220.36,33260,,
2015/05/20,221.21,221.56,220.35,221.56,3631,,
2015/05/21,220.85,221.71,219.83,221.45,9402,,
2015/05/22,221.32,223.35,220.34,222.63,36683,,
2015/05/25,,,,222.63,,,
2015/05/26,224.55,224.55,222.32,222.55,7100,,
2015/05/27,222.71,224.23,222.12,223.92,18898,,
2015/05/28,223.38,223.79,222.54,223.1,75104,,
2015/05/29,222.98,222.98,220.08,220.08,4021,,
2015/06/01,221.55,222.64,221.33,221.51,1562,,
2015/06/02,221.07,221.07,216.68,217.81,23428,,
2015/06/03,217.96,219.36,216.52,216.73,47311,,
2015/06/04,215.98,216.13,212.76,214.59,115096,,
2015/06/05,214.31,216.55,213.6,215.81,12207,,
2015/06/08,214.96,215.01,212.97,212.97,1716,,
2015/06/09,211.43,212.12,210.44,211.7,15444,,
2015/06/10,211.36,214.06,210.75,213.98,11980,,
2015/06/11,214.31,216.73,214.31,215.62,1600,,
2015/06/12,215.35,216.49,213.74,213.91,2469,,
2015/06/15,213.65,213.65,212.01,212.38,188670,,
2015/06/16,210.52,213.58,210.4,213.39,14747,,
2015/06/17,213.5,213.79,213.01,213.41,2343,,
2015/06/18,212.05,212.89,210.25,212.89,8736,,
2015/06/19,213.84,215.1,213.64,213.84,2124,,
2015/06/22,214.51,216.01,214.47,215.33,4272,,
2015/06/23,217.74,219.48,217.54,218.4,5665,,
2015/06/24,218.84,218.84,217.54,218.28,11900,,
2015/06/25,217.28,218.28,216.6,217.57,12920,,
2015/06/26,216.13,217.7,215.8,217.34,4957,,
2015/06/29,214.07,215.48,212.91,212.91,721,,
2015/06/30,212.58,213.3,211.5,211.5,2706,,
2015/07/01,213.43,215.59,213.43,214.9,1173,,
2015/07/02,215.34,215.8,214.22,214.36,558,,
2015/07/03,214.49,214.49,213.49,214.03,6707,,
2015/07/06,212.72,214.12,212.1,213.31,13610,,
2015/07/07,214.87,215.57,212.01,212.01,626,,
2015/07/08,211.52,212.29,210.27,210.27,3298,,
2015/07/09,210.78,213.44,210.78,212.88,3456,,
2015/07/10,213.61,213.61,212.02,213.19,69745,,
2015/07/13,214.27,218,214.06,217.69,993,,
2015/07/14,218.55,219.06,217.7,219.06,38352,,
2015/07/15,219.79,220.51,218.95,220.51,1452,,
2015/07/16,221.28,223.5,221.28,222.87,4466,,
2015/07/17,223.3,223.55,222.84,223.54,4890,,
2015/07/20,223.63,224.73,223.63,224.08,3797,,
2015/07/21,224.55,224.55,221.23,221.65,2754,,
2015/07/22,220.18,221,220.18,220.95,317,,
2015/07/23,221.2,221.2,219.28,219.28,4155,,
2015/07/24,218.92,219.95,217.53,217.69,723,,
2015/07/27,216.2,216.2,212.51,212.57,2712,,
2015/07/28,214.62,215.37,213.67,214.98,4086,,
2015/07/29,216.18,217.32,215.66,217.32,3577,,
2015/07/30,218.84,219.23,218.22,219.23,3481,,
2015/07/31,219.51,219.6,216.96,218.38,6161,,
2015/08/03,219.23,219.43,218.46,219.23,100901,,
2015/08/04,218.78,219.06,218,218.89,270,,
2015/08/05,220.17,222.2,220.17,222.03,4873,,
2015/08/06,220.16,221,218.86,218.86,199,,
2015/08/07,217.8,219.53,216.99,216.99,309,,
2015/08/10,218.18,219.2,217.32,219.2,553,,
2015/08/11,218.67,218.67,215.21,215.21,1823,,
2015/08/12,213.4,213.4,209.79,210.34,4891,,
2015/08/13,214.45,215.13,213.3,213.3,2524,,
2015/08/14,213.43,214,212.16,213.6,1355,,
2015/08/17,215.54,215.69,213.45,215.05,331,,
2015/08/18,215.41,215.85,215.14,215.85,447,,
2015/08/19,214.91,214.91,212.27,212.27,405,,
2015/08/20,211.32,211.32,207.48,207.84,1691,,
2015/08/21,203.75,205.06,199.87,199.87,2459,,
2015/08/24,191.03,192.96,179.65,187.08,5642,,
2015/08/25,189.1,195.2,188.67,194.1,20083,,
2015/08/26,189.5,194.16,189,190.12,25450,,
2015/08/27,195.95,201,195.95,200.14,28838,,
2015/08/28,200.92,202.01,198.91,202.01,3670,,
2015/08/31,201.1,201.1,199.21,200.74,3614,,
